distance_km,traffic_level,weather,hour,delivery_time
1.88,low,clear,22,10.0
5.39,low,clear,9,26.44
2.35,high,clear,23,21.62
3.92,high,cloudy,13,32.94
7.64,high,clear,3,57.4
5.28,low,clear,19,24.99
4.38,high,clear,22,31.22
4.55,low,clear,11,19.12
5.14,low,clear,14,25.13
8.07,high,clear,9,61.49
9.03,medium,clear,10,50.41
9.6,low,clear,8,40.22
8.08,medium,rain,10,66.27
3.84,low,clear,1,19.56
7.19,medium,clear,12,44.32
4.94,medium,clear,21,29.12
3.29,high,rain,7,39.25
8.57,low,cloudy,20,42.21
1.35,low,clear,20,10.0
9.12,medium,clear,7,48.22
5.15,medium,cloudy,0,32.25
6.73,low,cloudy,5,35.02
6.93,medium,cloudy,12,47.72
9.06,high,rain,8,95.37
6.73,high,rain,5,73.0
6.53,high,clear,14,52.05
1.6,high,clear,22,12.26
5.67,medium,cloudy,15,31.92
2.35,high,cloudy,3,20.27
7.64,low,clear,16,35.9
5.61,low,rain,8,33.45
7.12,low,clear,11,31.53
1.38,medium,clear,21,10.0
1.76,low,rain,18,10.0
7.45,high,clear,19,59.05
1.65,low,clear,11,10.0
1.64,low,clear,21,10.58
1.11,medium,clear,5,10.0
9.61,low,clear,11,42.54
7.64,low,clear,8,34.21
4.18,low,clear,19,19.94
3.67,medium,rain,4,31.99
4.15,medium,rain,20,34.63
7.97,high,clear,2,63.18
6.95,medium,cloudy,1,44.13
2.67,medium,clear,7,13.63
2.57,low,clear,9,11.44
1.89,low,clear,14,10.0
6.94,high,rain,8,71.92
7.88,low,rain,9,46.97
3.39,low,clear,10,16.15
1.19,high,clear,8,10.0
1.74,medium,clear,13,10.0
9.71,low,clear,4,42.98
3.66,low,clear,8,19.51
7.92,high,clear,3,63.11
6.62,high,cloudy,1,53.23
4.44,medium,clear,18,24.91
2.85,medium,rain,0,25.04
2.09,medium,cloudy,20,14.65
6.54,high,clear,0,49.95
7.97,high,cloudy,11,64.79
6.8,low,cloudy,10,32.29
5.77,high,clear,0,43.11
1.38,low,clear,13,10.0
9.72,low,rain,10,64.64
8.19,medium,clear,6,46.54
3.64,medium,clear,1,19.24
9.82,high,clear,14,74.91
6.42,low,cloudy,7,33.84
6.24,medium,cloudy,21,37.26
7.73,high,rain,19,85.7
8.31,high,clear,14,63.23
6.91,low,clear,7,29.63
2.15,low,clear,9,10.0
4.04,medium,cloudy,18,27.41
9.35,low,clear,2,41.73
3.02,high,clear,19,23.44
4.35,high,clear,13,31.48
4.89,low,clear,8,21.37
4.95,low,rain,8,30.21
6.52,low,cloudy,20,32.07
9.49,high,rain,5,100.3
3.17,low,clear,7,11.2
2.09,medium,rain,10,22.57
2.78,medium,cloudy,7,15.16
8.98,medium,clear,11,52.9
6.81,low,rain,9,39.36
3.57,low,clear,22,12.07
8.34,high,rain,3,89.52
8.75,high,rain,15,94.06
8.62,high,cloudy,19,75.06
9.27,low,clear,5,42.51
3.27,low,clear,8,14.42
7.8,medium,clear,22,43.73
5.14,low,clear,4,26.13
8.58,high,cloudy,20,74.06
7.56,medium,cloudy,23,46.16
7.99,low,rain,5,50.41
6.91,high,clear,16,53.15
2.6,high,cloudy,16,21.19
5.91,low,rain,23,38.78
9.86,medium,cloudy,21,65.11
9.44,low,clear,12,42.1
1.39,low,clear,16,10.0
2.48,low,clear,13,14.16
2.19,medium,cloudy,1,15.96
7.53,high,cloudy,18,63.51
8.36,medium,rain,2,65.21
2.92,low,clear,1,13.83
5.55,medium,clear,1,33.86
8.57,low,cloudy,21,36.91
7.6,high,cloudy,6,64.46
5.88,medium,rain,3,47.32
6.31,low,cloudy,16,30.79
5.58,low,clear,5,23.3
3.68,high,cloudy,6,30.67
6.09,low,rain,19,41.15
7.2,high,clear,5,54.19
8.86,low,clear,8,41.8
6.73,low,clear,19,28.67
7.85,medium,clear,3,47.44
2.44,high,cloudy,4,20.54
5.15,high,clear,18,40.1
1.08,low,clear,9,10.0
3.22,low,clear,17,15.77
7.54,low,clear,14,28.79
9.93,medium,clear,0,55.25
1.89,medium,cloudy,4,13.0
4.61,high,clear,4,31.18
8.2,high,clear,7,61.67
2.84,low,clear,21,12.67
6.0,medium,clear,21,33.44
7.6,high,clear,21,56.76
6.54,high,clear,19,50.57
2.69,low,rain,14,18.97
4.2,low,cloudy,16,18.87
8.05,medium,clear,18,45.94
5.99,low,clear,12,25.49
1.05,low,rain,21,10.0
7.85,low,cloudy,20,39.14
1.32,medium,clear,9,10.0
7.71,low,cloudy,16,40.2
2.82,low,cloudy,4,12.22
9.62,low,cloudy,17,45.12
4.31,high,clear,16,33.01
3.94,high,clear,3,31.8
2.34,medium,clear,21,14.0
3.75,medium,rain,6,31.29
8.89,high,cloudy,4,77.09
9.97,low,clear,7,43.39
4.31,low,rain,7,26.71
5.04,low,rain,10,35.02
7.5,low,rain,8,46.86
8.98,low,rain,18,54.04
6.34,high,rain,18,66.56
4.52,medium,clear,8,24.57
4.71,medium,cloudy,22,31.02
7.26,high,cloudy,19,59.3
1.03,low,clear,16,10.0
6.58,low,clear,15,28.14
4.2,medium,rain,6,30.15
8.15,medium,clear,21,48.29
1.84,low,rain,2,11.89
6.29,medium,clear,20,37.83
5.33,medium,clear,18,29.83
6.78,medium,clear,7,38.1
1.58,medium,clear,4,10.05
6.22,low,cloudy,5,33.83
6.05,low,clear,1,27.25
6.05,medium,clear,23,36.24
6.43,low,clear,18,28.29
7.09,high,clear,12,51.15
8.24,medium,clear,5,50.14
3.43,low,cloudy,5,18.8
8.43,high,clear,1,65.91
5.48,medium,clear,23,31.69
1.69,low,clear,4,10.0
1.53,high,clear,10,13.49
4.01,high,clear,10,33.92
8.06,medium,clear,23,49.13
7.37,low,rain,13,46.56
8.1,medium,rain,12,63.72
5.66,high,cloudy,7,47.94
4.96,low,clear,14,22.83
2.33,low,clear,11,11.9
3.95,high,clear,2,32.93
4.91,low,cloudy,20,24.11
1.8,high,rain,22,23.48
2.99,medium,clear,4,13.97
6.38,medium,clear,5,38.16
7.62,low,cloudy,1,36.12
9.99,high,cloudy,7,80.25
9.4,low,cloudy,4,46.13
6.78,medium,cloudy,21,40.71
4.79,medium,rain,16,38.91
6.73,medium,clear,1,39.44
8.07,high,rain,10,88.67
2.07,medium,rain,3,13.94
4.69,low,cloudy,10,25.03
8.56,high,clear,8,65.68
4.45,medium,clear,5,28.09
6.15,low,clear,23,26.81
6.29,low,clear,1,25.64
2.66,high,rain,14,26.05
4.26,low,clear,4,16.59
4.01,medium,clear,11,24.41
1.24,medium,cloudy,12,10.93
1.22,low,clear,16,10.0
8.49,medium,clear,3,50.92
3.46,low,clear,9,12.52
5.66,medium,cloudy,0,36.78
3.69,medium,clear,10,22.92
9.47,medium,rain,15,74.66
3.33,medium,clear,10,19.07
4.87,high,rain,8,53.59
8.85,high,clear,1,61.83
8.58,low,clear,6,41.28
2.67,low,clear,18,12.72
8.22,medium,clear,17,49.52
5.12,high,clear,19,38.34
5.35,high,clear,6,37.48
2.2,high,clear,22,17.9
1.73,low,clear,8,10.0
7.55,medium,clear,11,44.23
5.47,medium,clear,2,34.17
4.93,low,cloudy,22,25.93
7.57,low,rain,21,51.53
7.89,high,clear,15,60.67
2.43,low,clear,6,10.0
6.49,low,rain,22,40.51
2.22,low,clear,4,10.82
7.76,high,rain,22,85.14
6.91,medium,clear,6,37.49
9.61,medium,rain,18,78.72
1.62,high,clear,16,15.61
1.51,low,rain,15,10.0
3.54,medium,clear,20,22.57
3.36,low,cloudy,23,17.62
3.22,low,clear,20,16.4
9.16,high,clear,18,68.45
3.25,high,cloudy,17,25.74
3.45,low,clear,18,15.57
7.83,low,rain,3,46.26
5.05,medium,clear,0,29.0
7.99,low,rain,3,50.84
1.59,low,clear,3,10.72
5.39,low,rain,8,34.76
1.3,low,rain,7,10.0
1.56,high,clear,1,14.26
9.16,low,rain,22,55.78
2.25,low,cloudy,5,10.81
5.79,medium,clear,22,38.72
4.7,high,cloudy,10,39.39
4.13,low,clear,3,20.82
9.1,low,cloudy,13,46.97
1.2,low,clear,20,10.0
6.97,medium,clear,21,41.4
9.67,medium,clear,8,56.86
6.04,high,clear,1,46.87
9.43,high,rain,0,99.49
1.47,high,rain,3,13.51
4.77,medium,clear,11,26.95
3.34,medium,clear,4,19.34
7.58,low,cloudy,8,39.89
9.83,high,clear,21,78.83
3.31,low,clear,3,17.69
6.89,low,clear,15,32.73
2.78,medium,clear,1,14.25
6.09,low,clear,15,26.59
5.18,medium,cloudy,15,33.75
9.75,medium,clear,20,55.77
6.48,medium,rain,23,54.23
4.15,high,clear,23,33.19
2.03,low,clear,21,10.21
2.36,medium,rain,10,21.38
3.03,medium,clear,0,15.92
3.26,medium,clear,14,20.94
8.66,high,cloudy,23,71.48
6.05,low,clear,3,25.34
5.71,medium,cloudy,17,37.81
2.03,low,clear,16,11.57
8.74,high,cloudy,6,74.52
7.51,low,clear,17,33.84
1.61,medium,clear,12,10.04
7.37,low,rain,19,46.7
5.89,low,cloudy,19,26.9
1.74,medium,clear,9,10.0
5.12,high,clear,0,39.01
5.36,medium,clear,1,31.52
2.49,high,cloudy,16,20.98
9.51,medium,cloudy,21,62.55
8.65,medium,cloudy,2,55.23
7.02,low,clear,16,32.72
5.16,high,cloudy,11,43.13
4.71,low,clear,23,24.84
6.86,high,clear,11,52.64
5.91,high,clear,19,49.89
1.56,high,rain,9,17.41
5.61,medium,cloudy,6,35.67
8.26,medium,clear,9,46.52
5.13,high,cloudy,17,40.28
1.47,low,rain,21,10.0
8.08,medium,clear,5,45.51
2.81,low,clear,6,13.43
3.33,medium,rain,16,26.22
2.48,low,rain,11,16.0
3.97,low,clear,16,20.43
7.81,low,clear,17,34.97
5.67,medium,clear,13,37.33
2.84,medium,clear,10,14.26
8.9,low,rain,1,55.77
8.92,medium,clear,20,51.1
8.84,low,rain,0,57.57
3.15,medium,clear,10,13.95
5.06,medium,clear,1,26.71
9.86,medium,clear,15,57.47
7.95,medium,cloudy,21,54.26
1.24,low,clear,2,10.0
1.59,high,cloudy,19,10.68
5.18,medium,clear,0,27.91
9.18,medium,clear,20,57.05
5.85,medium,clear,19,32.98
5.48,low,clear,7,22.77
1.95,medium,cloudy,18,15.5
6.91,medium,clear,0,42.45
8.4,low,cloudy,4,44.13
4.42,low,clear,0,17.99
7.98,low,clear,10,32.86
9.68,high,clear,20,74.32
2.83,medium,clear,8,17.23
5.71,low,cloudy,4,28.99
3.58,low,cloudy,1,20.68
8.14,medium,clear,12,44.15
6.2,high,clear,17,49.15
6.71,low,rain,11,40.08
8.18,low,cloudy,13,42.2
4.56,high,cloudy,4,37.42
9.24,low,clear,23,39.95
5.8,low,clear,9,24.88
2.42,high,rain,19,23.03
7.26,medium,cloudy,1,46.8
8.14,low,clear,3,35.08
3.85,low,cloudy,11,20.63
8.71,low,cloudy,10,44.39
9.16,low,clear,3,44.6
3.49,high,clear,10,27.43
9.85,medium,clear,8,58.66
2.27,medium,clear,9,16.08
2.82,high,cloudy,5,22.47
2.66,medium,clear,14,12.58
9.05,low,cloudy,9,45.2
6.89,medium,rain,21,53.58
2.37,high,clear,20,23.04
4.96,high,clear,5,40.85
6.54,low,cloudy,0,36.7
1.75,medium,cloudy,20,11.39
8.94,medium,cloudy,21,58.63
8.23,high,clear,23,62.04
5.55,low,clear,19,26.74
9.7,medium,clear,20,54.31
4.76,high,rain,3,45.89
9.86,medium,clear,22,56.1
7.01,medium,rain,21,54.5
6.71,low,clear,13,33.15
2.49,low,rain,19,19.32
8.94,low,cloudy,21,41.45
4.85,high,clear,19,39.69
2.46,low,cloudy,7,14.08
1.11,medium,clear,10,10.0
6.04,medium,clear,14,34.55
5.75,low,clear,18,24.71
7.47,medium,clear,7,45.2
9.01,medium,clear,12,50.25
1.71,high,cloudy,17,14.19
7.58,medium,cloudy,21,47.41
2.69,medium,clear,23,16.68
8.72,low,rain,16,54.5
8.37,high,cloudy,5,69.36
5.87,low,rain,14,36.55
7.39,high,cloudy,12,66.26
3.83,low,clear,17,16.4
5.24,high,clear,10,38.0
8.39,medium,cloudy,12,55.16
5.13,high,clear,0,38.96
4.22,low,clear,17,16.16
5.45,medium,clear,4,36.35
8.45,medium,clear,5,48.73
4.02,high,clear,0,30.0
2.56,low,clear,6,11.84
7.41,high,clear,3,60.15
8.43,high,cloudy,8,67.58
1.91,low,clear,14,10.0
3.16,high,clear,5,28.35
2.28,medium,clear,16,13.6
4.13,medium,clear,19,21.69
5.05,low,clear,17,21.49
7.74,medium,clear,21,45.69
6.86,medium,clear,3,42.79
6.59,medium,cloudy,8,41.73
4.17,medium,clear,13,26.05
8.57,medium,clear,2,47.26
5.24,medium,clear,0,27.77
9.81,low,cloudy,10,47.59
6.71,high,rain,0,74.74
2.14,medium,cloudy,11,13.91
7.09,low,clear,8,32.48
3.93,low,clear,4,18.24
7.18,medium,clear,14,44.22
1.63,high,rain,17,16.24
2.57,low,clear,8,12.94
8.7,medium,rain,12,69.59
3.04,low,cloudy,12,19.01
8.53,medium,cloudy,23,53.29
3.51,high,clear,12,25.09
6.79,high,cloudy,9,58.24
7.25,low,clear,9,32.78
5.61,medium,clear,21,33.47
3.75,low,clear,6,17.33
2.91,medium,rain,21,21.65
1.3,high,clear,4,13.17
3.74,high,clear,19,30.4
6.88,low,clear,6,33.68
9.44,high,cloudy,19,78.38
8.84,medium,cloudy,9,57.72
7.89,low,cloudy,9,39.45
8.1,medium,clear,20,49.64
6.98,medium,clear,23,43.15
3.34,medium,clear,12,19.93
9.16,medium,clear,14,50.55
7.04,medium,rain,5,61.22
6.04,low,clear,19,28.29
2.0,high,clear,11,14.08
5.02,medium,clear,18,30.18
5.14,low,cloudy,10,22.42
8.78,high,clear,5,69.28
5.92,high,clear,0,42.35
4.42,high,cloudy,1,36.75
9.79,low,clear,22,44.54
2.0,low,cloudy,14,11.98
4.8,medium,clear,3,28.29
1.38,low,cloudy,4,10.0
7.66,high,clear,14,58.54
9.26,low,clear,10,41.61
3.52,low,rain,9,22.35
8.73,medium,clear,16,50.69
3.63,low,clear,1,12.96
9.2,high,clear,19,68.84
7.79,medium,cloudy,23,50.62
8.24,low,clear,9,36.58
1.16,low,rain,19,10.0
9.67,medium,rain,2,78.55
7.54,low,cloudy,18,35.6
3.74,medium,clear,4,20.89
8.46,medium,clear,2,48.88
3.53,medium,cloudy,7,22.73
8.85,high,clear,4,68.49
2.01,high,clear,11,15.02
7.33,high,clear,13,54.02
5.87,low,clear,6,23.62
1.87,low,clear,10,13.61
3.18,low,clear,7,12.05
1.11,high,cloudy,4,10.0
5.22,high,clear,7,40.97
3.71,high,clear,11,29.1
6.39,low,clear,14,29.8
3.68,high,clear,18,27.27
3.7,medium,clear,15,22.12
7.69,low,cloudy,13,38.19
1.43,medium,rain,6,11.09
9.13,low,clear,7,41.58
8.67,medium,clear,6,52.83
7.01,low,clear,17,31.5
6.34,medium,rain,23,51.89
9.03,medium,cloudy,5,60.24
2.67,high,rain,18,30.52
1.71,medium,clear,3,13.17
3.16,medium,rain,22,22.37
8.15,high,clear,2,64.16
1.31,high,clear,16,11.22
6.25,low,rain,21,37.6
9.96,medium,rain,18,82.08
8.7,low,clear,14,41.25
5.69,low,clear,5,23.95
1.57,medium,clear,11,10.07
8.48,high,clear,18,66.61
6.39,low,clear,5,26.61
2.03,high,rain,10,21.46
1.84,high,cloudy,19,16.09
9.19,high,cloudy,19,75.74
7.02,low,cloudy,9,32.99
8.46,high,clear,15,64.45
8.91,low,cloudy,17,45.71
6.15,medium,clear,13,37.26
5.66,low,clear,3,23.75
4.87,low,clear,11,23.22
3.85,medium,clear,19,20.85
4.91,medium,cloudy,22,28.38
7.96,low,rain,20,49.41
6.42,low,clear,7,31.14
9.03,medium,cloudy,6,59.42
4.99,low,clear,8,22.45
6.46,high,cloudy,23,53.53
6.68,low,clear,16,29.28
6.33,low,clear,9,28.7
7.32,low,clear,2,30.8
3.14,medium,cloudy,20,19.51
5.61,low,clear,7,24.81
1.94,low,rain,13,10.0
4.46,high,clear,6,32.44
5.39,medium,rain,15,44.97
6.87,low,cloudy,17,34.03
9.55,medium,clear,10,55.25
6.41,high,clear,5,47.21
7.69,low,cloudy,19,41.22
5.56,low,cloudy,20,25.85
6.71,high,cloudy,13,56.97
1.64,medium,clear,20,10.0
3.29,medium,clear,12,19.32
4.26,low,rain,3,27.75
5.25,low,clear,19,20.88
1.41,medium,clear,19,10.0
2.26,low,clear,10,12.55
3.49,medium,cloudy,17,25.98
9.74,medium,cloudy,0,62.42
3.98,low,clear,11,17.99
5.34,high,clear,17,45.27
2.76,high,clear,6,23.38
6.5,medium,clear,11,36.79
3.53,low,clear,0,14.65
2.86,low,rain,21,19.93
5.65,medium,clear,3,31.03
1.05,low,clear,17,10.0
1.07,high,rain,14,12.13
2.97,low,clear,2,14.4
1.33,medium,clear,6,10.0
1.97,low,clear,5,10.0
4.05,medium,clear,14,26.62
8.22,low,rain,14,51.29
6.15,medium,clear,5,35.16
5.61,low,clear,7,25.08
3.64,high,cloudy,7,31.02
9.39,low,rain,21,57.1
4.57,high,clear,0,33.83
1.78,high,clear,12,12.38
6.55,low,rain,22,42.96
2.02,high,clear,23,13.68
4.11,low,cloudy,20,16.83
5.57,high,cloudy,12,42.94
8.87,medium,cloudy,10,54.14
5.44,low,clear,3,27.2
7.32,low,clear,6,32.97
9.94,low,cloudy,11,50.21
2.18,high,clear,12,17.75
3.47,low,clear,21,15.73
4.55,medium,clear,11,26.47
4.8,medium,clear,15,30.17
4.7,high,rain,5,50.63
9.17,low,clear,13,44.06
7.43,medium,rain,18,62.09
6.47,medium,clear,15,36.61
3.78,medium,clear,3,21.12
8.41,low,clear,4,36.39
9.6,low,cloudy,8,49.96
8.39,low,cloudy,23,40.72
1.01,medium,clear,2,10.0
6.73,low,rain,21,43.04
1.46,medium,clear,9,10.0
3.32,low,cloudy,16,17.02
1.54,high,rain,18,20.27
6.43,high,rain,9,70.69
7.18,medium,rain,11,58.86
2.03,low,clear,22,10.0
4.45,low,clear,6,19.03
5.11,low,clear,17,24.42
4.32,low,clear,18,17.1
2.09,medium,cloudy,14,17.73
4.77,medium,clear,6,27.93
7.76,high,cloudy,11,65.4
1.64,low,clear,21,10.0
1.72,medium,clear,6,11.06
4.19,medium,cloudy,9,24.65
9.48,medium,clear,23,59.79
7.02,low,cloudy,21,37.38
7.11,medium,clear,19,43.56
4.26,medium,cloudy,9,24.63
6.34,medium,clear,22,37.5
1.09,high,clear,4,10.76
6.72,low,cloudy,17,34.45
9.22,low,rain,8,56.08
6.51,medium,clear,15,36.78
8.86,medium,clear,6,50.93
7.52,low,clear,9,32.63
2.09,high,clear,4,19.05
9.12,high,cloudy,6,72.9
1.6,high,cloudy,4,14.78
5.81,low,clear,14,23.56
2.28,high,clear,18,15.52
1.11,medium,cloudy,9,10.0
4.8,medium,clear,7,26.98
3.66,medium,cloudy,23,26.57
5.37,high,clear,8,41.61
6.19,medium,cloudy,10,37.44
1.39,low,clear,21,10.0
2.11,medium,cloudy,1,16.04
6.03,medium,clear,2,35.48
4.09,low,clear,12,22.47
7.56,high,cloudy,10,65.26
6.87,medium,clear,9,41.55
8.61,medium,clear,14,48.76
7.23,low,clear,5,33.79
4.87,medium,clear,0,28.92
7.06,low,rain,13,45.52
3.48,low,cloudy,17,15.86
3.76,medium,clear,23,22.25
8.1,medium,cloudy,10,50.49
5.02,medium,clear,7,25.07
8.19,low,rain,21,53.59
8.4,medium,clear,2,46.14
8.72,low,clear,13,39.45
9.25,high,clear,1,71.43
4.88,medium,clear,15,29.2
3.87,medium,clear,5,22.07
6.24,low,clear,0,28.62
4.34,low,cloudy,13,22.42
6.41,high,clear,9,50.51
7.35,low,rain,5,49.77
7.2,medium,clear,8,42.59
4.37,medium,cloudy,6,28.25
2.5,low,rain,1,13.94
4.87,high,cloudy,10,41.85
2.28,medium,rain,13,20.01
9.01,low,cloudy,4,44.21
4.11,low,clear,8,19.58
2.39,low,cloudy,6,11.25
1.23,high,clear,13,10.75
6.81,medium,clear,15,41.66
6.73,low,clear,21,32.08
4.07,low,cloudy,15,20.38
1.65,medium,clear,6,10.0
4.69,medium,clear,9,26.21
3.8,medium,clear,20,23.42
7.09,low,rain,5,49.56
6.45,low,clear,16,28.34
4.28,medium,clear,0,25.95
2.96,high,clear,1,21.53
9.89,low,rain,13,60.36
5.09,medium,rain,3,40.33
7.19,medium,cloudy,8,42.1
2.26,medium,rain,22,21.22
5.37,low,clear,5,19.7
1.25,high,rain,16,12.86
5.55,medium,clear,20,30.11
9.68,medium,clear,10,54.86
4.46,low,clear,3,22.82
1.35,low,clear,20,10.0
1.28,low,cloudy,8,10.0
4.49,medium,clear,15,25.09
2.44,low,rain,2,13.84
1.21,medium,clear,3,10.0
7.81,low,clear,23,35.49
5.13,medium,clear,2,33.8
3.6,medium,cloudy,12,19.33
9.1,low,cloudy,18,44.98
2.05,low,clear,20,10.0
9.6,low,clear,0,45.09
3.83,medium,clear,22,23.12
9.0,medium,cloudy,22,59.1
6.43,low,rain,5,41.2
8.44,medium,clear,21,47.51
9.86,low,rain,2,64.54
3.6,low,clear,2,17.8
9.65,low,clear,15,45.26
4.51,high,rain,9,50.83
4.47,low,clear,16,20.95
4.06,low,clear,6,21.23
5.87,low,clear,12,27.17
2.39,low,clear,10,10.32
5.98,medium,cloudy,9,38.47
5.88,low,cloudy,6,29.06
7.86,low,rain,23,48.48
8.5,medium,clear,5,52.99
4.96,low,clear,23,22.91
3.72,medium,clear,0,21.95
3.33,medium,clear,16,20.26
2.75,low,rain,11,23.28
1.52,medium,cloudy,3,10.0
4.08,low,clear,2,16.67
3.43,medium,rain,5,25.33
9.7,medium,cloudy,15,61.95
6.02,low,clear,12,27.58
4.13,medium,cloudy,8,25.65
6.22,high,clear,10,46.5
2.25,high,clear,19,17.5
5.0,medium,clear,20,28.25
6.64,medium,clear,12,39.46
5.4,low,clear,22,26.53
4.62,low,clear,18,22.14
9.94,medium,clear,2,59.91
8.92,low,cloudy,11,46.33
6.61,high,rain,18,71.36
6.12,low,cloudy,7,29.98
6.59,low,clear,13,28.11
2.81,low,clear,21,11.86
4.56,high,clear,8,33.84
1.36,medium,clear,23,10.0
5.28,medium,clear,16,31.58
5.89,low,cloudy,5,30.55
3.05,high,cloudy,3,23.35
9.68,low,cloudy,3,50.78
9.19,high,clear,18,69.45
7.5,medium,clear,11,41.67
5.8,low,cloudy,1,27.83
8.83,medium,clear,16,56.62
2.18,medium,clear,14,11.98
8.11,low,clear,9,35.84
2.12,high,clear,2,15.83
8.15,medium,clear,19,47.38
3.48,low,cloudy,3,15.66
8.89,low,rain,21,56.29
9.5,medium,clear,0,57.73
2.34,medium,clear,0,14.32
5.16,medium,cloudy,17,30.98
9.83,medium,clear,3,56.82
5.35,medium,clear,22,30.19
8.77,high,clear,21,67.2
6.3,medium,clear,14,39.52
4.38,high,cloudy,22,36.56
3.57,low,cloudy,20,17.5
2.83,low,clear,21,16.29
7.86,low,clear,9,37.12
4.48,medium,clear,16,27.36
5.6,high,clear,21,46.76
5.43,low,rain,11,35.19
6.2,low,cloudy,19,26.72
8.79,high,clear,11,68.91
9.83,low,cloudy,15,45.47
4.67,medium,cloudy,4,30.96
8.45,medium,cloudy,15,50.95
7.88,high,clear,16,59.35
6.16,low,clear,22,26.99
9.6,low,cloudy,14,45.98
2.8,medium,clear,12,15.68
1.98,high,rain,7,23.27
8.69,medium,cloudy,20,54.49
4.95,low,rain,1,32.28
8.62,medium,clear,7,48.5
9.04,high,rain,9,96.44
1.56,high,clear,6,12.58
8.95,high,rain,9,93.86
5.03,low,clear,3,20.01
5.59,low,clear,10,26.14
6.64,medium,cloudy,8,44.97
9.34,high,clear,3,71.29
1.17,low,clear,2,10.0
5.29,low,rain,10,33.64
7.19,high,clear,2,55.11
7.5,low,cloudy,17,37.61
7.23,low,clear,18,27.48
2.21,medium,cloudy,13,12.08
3.69,medium,cloudy,23,22.05
4.23,medium,clear,10,25.05
8.24,low,clear,23,37.45
3.51,medium,clear,1,21.81
2.9,medium,clear,1,17.48
9.62,medium,clear,1,53.68
1.08,medium,cloudy,9,10.0
9.98,low,clear,22,47.45
7.09,low,clear,14,29.39
8.46,low,cloudy,21,42.54
3.65,low,clear,11,15.23
1.13,medium,clear,10,10.0
7.64,high,clear,16,60.55
8.51,medium,clear,17,54.04
7.66,high,cloudy,13,65.96
2.29,low,cloudy,16,11.93
7.78,medium,clear,14,44.83
7.92,low,clear,11,36.0
6.93,low,clear,15,33.9
7.9,low,clear,22,35.46
8.61,medium,rain,5,68.74
6.52,high,clear,1,46.64
1.8,low,clear,1,10.0
5.39,low,clear,15,24.75
1.7,high,cloudy,1,13.01
4.67,low,cloudy,7,25.17
4.66,high,cloudy,6,38.37
1.59,medium,rain,0,12.75
4.14,high,clear,3,31.64
2.0,medium,clear,10,11.0
8.27,medium,clear,19,48.85
9.53,medium,cloudy,6,63.63
1.65,medium,cloudy,17,10.0
9.6,medium,clear,3,57.14
5.7,low,cloudy,16,28.56
3.7,medium,cloudy,10,24.12
1.69,medium,rain,10,15.58
5.51,high,clear,19,42.25
8.15,medium,cloudy,10,53.41
7.36,medium,clear,14,44.49
1.45,low,cloudy,13,10.0
1.66,medium,rain,16,14.19
4.63,medium,clear,1,26.58
3.66,high,cloudy,17,30.53
3.09,high,cloudy,15,25.36
3.53,low,clear,11,16.83
8.23,high,clear,9,63.12
9.36,low,clear,15,42.91
4.65,low,rain,2,29.26
9.15,medium,cloudy,7,55.67
3.89,low,clear,21,17.57
5.29,medium,clear,21,31.07
3.03,low,clear,23,14.12
6.76,low,clear,1,29.23
9.81,medium,clear,21,55.0
6.43,medium,clear,0,38.86
4.22,high,clear,13,31.74
6.83,medium,clear,3,40.3
2.11,medium,cloudy,3,13.01
9.0,low,rain,8,56.69
5.53,low,cloudy,2,26.47
5.04,low,cloudy,4,23.01
6.27,medium,clear,0,37.63
6.62,medium,clear,21,37.52
1.65,medium,clear,18,10.0
7.14,medium,cloudy,0,46.77
3.18,medium,rain,9,24.87
7.43,low,cloudy,21,34.37
8.4,low,rain,11,57.77
8.24,high,cloudy,9,68.28
5.97,medium,clear,1,36.17
5.68,high,clear,15,47.33
2.29,low,clear,7,11.88
7.98,high,clear,13,60.45
3.44,low,cloudy,14,16.89
5.47,low,clear,15,22.95
3.56,high,clear,10,29.0
2.2,low,clear,11,11.03
6.67,medium,clear,1,37.99
1.49,low,clear,3,10.0
7.74,medium,clear,2,42.64
3.86,high,clear,8,31.5
1.0,low,cloudy,17,10.0
5.6,medium,clear,18,33.19
1.42,low,cloudy,6,10.0
3.49,medium,rain,3,25.66
7.36,low,rain,5,48.29
1.56,low,rain,18,10.0
8.55,low,clear,0,40.29
1.03,low,clear,15,10.0
3.22,high,clear,10,24.16
7.67,low,clear,21,35.94
3.85,low,rain,3,25.72
1.92,medium,cloudy,17,13.95
4.24,low,clear,22,18.49
3.43,medium,clear,4,21.29
8.58,high,clear,21,67.86
3.82,medium,cloudy,5,24.37
8.1,high,cloudy,1,67.13
9.03,medium,rain,11,76.64
4.9,low,rain,21,29.56
9.19,medium,clear,8,55.02
4.4,medium,clear,19,25.62
9.68,medium,clear,11,52.94
1.8,high,clear,12,16.03
7.18,medium,rain,21,53.29
5.44,high,clear,22,37.65
4.49,high,cloudy,16,38.84
6.69,medium,clear,4,40.19
7.33,medium,clear,19,41.61
1.04,low,clear,12,10.0
2.5,high,clear,12,14.06
7.42,medium,cloudy,9,49.16
7.0,low,clear,14,32.0
9.69,low,cloudy,14,47.87
7.85,medium,cloudy,17,50.56
9.56,low,clear,17,44.01
7.32,low,cloudy,1,36.18
3.68,medium,clear,22,17.78
1.95,low,cloudy,10,14.05
8.04,medium,cloudy,12,54.14
