order_id,restaurant_id,delivery_person_id,distance_km,order_time,delivery_time,traffic_level,weather,vehicle_type,city
2589,199,220,8.89,2024-01-29 00:43:00,2024-01-29 02:00:58,High,Clear,Car,Chennai
2590,120,259,2.84,2024-01-05 11:30:00,2024-01-05 11:48:51,Low,Rainy,Scooter,Hyderabad
2591,175,257,1.31,2024-01-11 05:17:00,2024-01-11 05:32:49,Low,Rainy,Car,Bangalore
2592,185,233,5.58,2024-01-29 03:12:00,2024-01-29 03:57:11,Low,Rainy,Bike,Hyderabad
2593,189,294,3.59,2024-01-05 10:42:00,2024-01-05 11:07:22,High,Clear,Car,Mumbai
2594,109,286,6.95,2024-01-29 07:59:00,2024-01-29 08:30:05,Low,Clear,Car,Hyderabad
2595,177,236,7.9,2024-01-11 18:30:00,2024-01-11 19:34:19,Medium,Rainy,Bike,Delhi
2596,143,221,6.58,2024-01-16 00:08:00,2024-01-16 01:18:26,High,Stormy,Scooter,Bangalore
2597,143,246,8.04,2024-01-29 20:56:00,2024-01-29 21:44:33,Low,Clear,Scooter,Hyderabad
2598,195,278,4.74,2024-01-29 07:11:00,2024-01-29 07:48:52,Medium,Rainy,Car,Delhi
2599,135,247,2.61,2024-01-06 15:42:00,2024-01-06 16:06:12,Medium,Rainy,Car,Delhi
2600,143,266,6.22,2024-01-10 07:41:00,2024-01-10 08:43:47,High,Stormy,Car,Delhi
2601,180,284,7.86,2024-01-29 13:27:00,2024-01-29 14:33:12,Low,Stormy,Car,Mumbai
2602,157,214,1.58,2024-01-07 17:18:00,2024-01-07 17:28:00,High,Stormy,Car,Hyderabad
2603,194,210,6.6,2024-01-03 03:21:00,2024-01-03 04:18:43,Medium,Clear,Bike,Mumbai
2604,172,277,9.79,2024-01-27 05:16:00,2024-01-27 06:30:18,Low,Rainy,Bike,Chennai
2605,123,207,7.51,2024-01-07 16:52:00,2024-01-07 17:44:21,Medium,Rainy,Car,Hyderabad
2606,157,285,3.14,2024-01-26 08:29:00,2024-01-26 09:00:46,Medium,Rainy,Bike,Bangalore
2607,103,236,7.17,2024-01-10 22:49:00,2024-01-10 23:46:57,High,Clear,Scooter,Chennai
2608,174,204,6.6,2024-01-30 16:03:00,2024-01-30 16:59:35,Low,Stormy,Bike,Delhi
2609,104,229,5.39,2024-01-27 01:50:00,2024-01-27 02:40:38,Medium,Clear,Scooter,Hyderabad
2610,169,290,7.85,2024-01-20 22:22:00,2024-01-20 23:10:18,Low,Clear,Bike,Bangalore
2611,152,211,3.3,2024-01-16 04:12:00,2024-01-16 04:47:41,High,Stormy,Car,Mumbai
2612,122,226,7.39,2024-01-24 05:51:00,2024-01-24 06:47:12,Low,Stormy,Bike,Delhi
2613,194,202,1.51,2024-01-06 19:27:00,2024-01-06 19:37:00,Low,Rainy,Car,Chennai
2614,189,286,1.59,2024-01-01 05:05:00,2024-01-01 05:29:08,Medium,Stormy,Car,Chennai
2615,118,228,9.24,2024-01-06 00:22:00,2024-01-06 01:34:18,Low,Rainy,Bike,Mumbai
2616,109,290,6.73,2024-01-29 09:03:00,2024-01-29 09:40:09,Low,Clear,Bike,Chennai
2617,150,294,6.49,2024-01-18 13:58:00,2024-01-18 14:59:48,Medium,Stormy,Car,Bangalore
2618,181,298,5.16,2024-01-18 05:09:00,2024-01-18 06:03:25,Medium,Stormy,Scooter,Chennai
2619,190,276,1.17,2024-01-16 09:12:00,2024-01-16 09:22:00,Low,Stormy,Scooter,Chennai
2620,120,290,7.96,2024-01-23 01:46:00,2024-01-23 02:41:57,Low,Stormy,Bike,Hyderabad
2621,180,238,4.25,2024-01-24 22:29:00,2024-01-24 23:18:44,High,Rainy,Bike,Mumbai
2622,100,288,3.96,2024-01-06 06:12:00,2024-01-06 06:45:01,Low,Stormy,Scooter,Mumbai
2623,107,218,4.39,2024-01-04 08:56:00,2024-01-04 09:24:09,Low,Rainy,Scooter,Delhi
2624,129,278,6.51,2024-01-27 06:14:00,2024-01-27 07:08:13,High,Clear,Bike,Hyderabad
2625,147,229,6.34,2024-01-16 00:58:00,2024-01-16 01:52:57,Low,Stormy,Bike,Bangalore
2626,115,243,5.8,2024-01-05 08:25:00,2024-01-05 08:59:39,Medium,Clear,Bike,Delhi
2627,134,278,6.98,2024-01-12 21:42:00,2024-01-12 22:45:12,Medium,Stormy,Scooter,Hyderabad
2628,150,245,3.2,2024-01-09 06:05:00,2024-01-09 06:27:40,Medium,Rainy,Scooter,Bangalore
2629,138,219,9.69,2024-01-12 20:44:00,2024-01-12 22:13:34,Medium,Stormy,Car,Chennai
2630,185,221,4.08,2024-01-17 00:51:00,2024-01-17 01:26:11,Medium,Rainy,Bike,Delhi
2631,106,240,9.14,2024-01-02 07:48:00,2024-01-02 08:50:56,Low,Rainy,Bike,Hyderabad
2632,103,277,4.69,2024-01-29 02:09:00,2024-01-29 02:39:59,Low,Rainy,Bike,Chennai
2633,113,219,2.78,2024-01-20 02:41:00,2024-01-20 03:06:58,Low,Stormy,Car,Delhi
2634,162,245,3.66,2024-01-01 16:27:00,2024-01-01 17:07:54,Medium,Stormy,Scooter,Chennai
2635,139,226,1.61,2024-01-19 01:35:00,2024-01-19 01:45:00,Low,Stormy,Bike,Mumbai
2636,134,251,9.5,2024-01-20 15:45:00,2024-01-20 17:21:59,High,Rainy,Scooter,Chennai
2637,130,260,5.09,2024-01-24 12:04:00,2024-01-24 12:46:52,Medium,Clear,Car,Bangalore
2638,197,233,7.16,2024-01-27 13:28:00,2024-01-27 14:31:20,High,Clear,Scooter,Mumbai
2639,149,289,6.72,2024-01-06 17:30:00,2024-01-06 18:21:53,Medium,Rainy,Car,Chennai
2640,158,226,3.81,2024-01-17 14:22:00,2024-01-17 14:50:51,Low,Rainy,Car,Delhi
2641,111,274,9.25,2024-01-10 01:45:00,2024-01-10 03:12:21,High,Rainy,Car,Delhi
2642,126,266,4.27,2024-01-14 05:52:00,2024-01-14 06:22:14,High,Clear,Bike,Mumbai
2643,164,241,4.94,2024-01-30 03:52:00,2024-01-30 04:22:55,Low,Clear,Car,Hyderabad
2644,178,250,1.04,2024-01-22 02:39:00,2024-01-22 02:49:00,Medium,Rainy,Bike,Bangalore
2645,181,203,6.88,2024-01-20 23:10:00,2024-01-21 00:06:11,Medium,Rainy,Scooter,Delhi
2646,102,278,7.83,2024-01-22 21:09:00,2024-01-22 22:02:43,Low,Rainy,Bike,Hyderabad
2647,125,207,9.43,2024-01-03 20:53:00,2024-01-03 21:59:36,Low,Rainy,Bike,Mumbai
2648,109,241,9.4,2024-01-04 09:41:00,2024-01-04 10:54:03,Low,Stormy,Bike,Chennai
2649,145,234,4.91,2024-01-14 07:23:00,2024-01-14 08:00:48,Low,Stormy,Scooter,Hyderabad
2650,181,243,5.2,2024-01-07 20:03:00,2024-01-07 20:47:41,Low,Stormy,Bike,Delhi
2651,157,252,4.45,2024-01-05 10:56:00,2024-01-05 11:29:50,Low,Stormy,Car,Bangalore
2652,188,299,4.15,2024-01-23 04:51:00,2024-01-23 05:20:39,Medium,Clear,Bike,Mumbai
2653,175,273,4.93,2024-01-26 02:06:00,2024-01-26 02:34:55,Low,Clear,Car,Delhi
2654,121,222,6.87,2024-01-11 11:40:00,2024-01-11 12:37:35,High,Clear,Car,Delhi
2655,139,238,3.28,2024-01-18 08:14:00,2024-01-18 08:36:35,Medium,Rainy,Car,Chennai
2656,140,269,5.07,2024-01-07 18:25:00,2024-01-07 19:11:35,Medium,Rainy,Scooter,Hyderabad
2657,172,206,1.48,2024-01-28 19:58:00,2024-01-28 20:08:00,Low,Stormy,Car,Hyderabad
2658,161,225,8.61,2024-01-28 00:41:00,2024-01-28 01:54:09,Medium,Rainy,Scooter,Mumbai
2659,123,226,4.75,2024-01-26 06:15:00,2024-01-26 07:02:06,Medium,Stormy,Bike,Mumbai
2660,198,211,9.33,2024-01-12 15:06:00,2024-01-12 16:15:15,Low,Rainy,Car,Bangalore
2661,139,296,5.77,2024-01-23 19:32:00,2024-01-23 20:23:21,Low,Stormy,Bike,Bangalore
2662,167,228,6.3,2024-01-28 21:46:00,2024-01-28 22:35:43,Low,Stormy,Car,Delhi
2663,181,288,5.28,2024-01-22 04:43:00,2024-01-22 05:45:50,High,Stormy,Car,Hyderabad
2664,178,262,6.71,2024-01-15 12:47:00,2024-01-15 13:36:28,Low,Stormy,Scooter,Hyderabad
2665,102,270,9.37,2024-01-10 23:32:00,2024-01-11 00:49:17,Low,Stormy,Scooter,Mumbai
2666,178,292,4.73,2024-01-13 16:02:00,2024-01-13 16:51:30,Medium,Rainy,Scooter,Bangalore
2667,113,267,8.44,2024-01-21 11:53:00,2024-01-21 12:52:25,Medium,Clear,Car,Chennai
2668,113,243,4.28,2024-01-17 17:31:00,2024-01-17 18:18:05,High,Stormy,Bike,Delhi
2669,163,288,9.15,2024-01-04 08:30:00,2024-01-04 09:25:47,Low,Clear,Bike,Bangalore
2670,194,216,4.53,2024-01-18 21:15:00,2024-01-18 21:53:08,High,Rainy,Scooter,Chennai
2671,147,274,7.15,2024-01-28 06:04:00,2024-01-28 06:58:54,High,Clear,Car,Mumbai
2672,140,278,1.53,2024-01-30 07:56:00,2024-01-30 08:12:00,Medium,Rainy,Scooter,Hyderabad
2673,127,212,5.86,2024-01-01 06:11:00,2024-01-01 06:46:57,Low,Clear,Scooter,Hyderabad
2674,135,291,8.46,2024-01-27 03:26:00,2024-01-27 04:36:54,High,Clear,Car,Hyderabad
2675,198,297,3.37,2024-01-06 18:28:00,2024-01-06 18:42:14,Low,Clear,Bike,Mumbai
2676,193,244,4.09,2024-01-26 12:25:00,2024-01-26 13:04:39,Medium,Stormy,Bike,Delhi
2677,175,229,9.49,2024-01-26 11:00:00,2024-01-26 12:29:46,High,Rainy,Car,Bangalore
2678,117,277,1.48,2024-01-29 13:20:00,2024-01-29 13:35:51,High,Rainy,Car,Delhi
2679,114,235,5.13,2024-01-07 18:28:00,2024-01-07 19:19:30,Medium,Stormy,Car,Hyderabad
2680,157,245,8.92,2024-01-17 09:03:00,2024-01-17 10:02:48,Low,Rainy,Bike,Mumbai
2681,142,254,9.54,2024-01-21 19:05:00,2024-01-21 20:18:49,High,Clear,Bike,Chennai
2682,128,266,6.38,2024-01-23 03:49:00,2024-01-23 04:28:47,Medium,Clear,Scooter,Bangalore
2683,115,230,4.38,2024-01-23 12:19:00,2024-01-23 13:14:49,High,Stormy,Scooter,Bangalore
2684,161,242,1.63,2024-01-24 17:29:00,2024-01-24 17:39:00,Low,Stormy,Car,Delhi
2685,103,238,8.55,2024-01-19 10:23:00,2024-01-19 11:33:26,High,Clear,Bike,Mumbai
2686,154,225,6.35,2024-01-07 13:11:00,2024-01-07 14:05:37,Medium,Stormy,Bike,Chennai
2687,100,249,5.07,2024-01-28 05:58:00,2024-01-28 06:39:33,Medium,Rainy,Bike,Delhi
2688,182,267,6.52,2024-01-09 15:00:00,2024-01-09 15:57:44,Low,Stormy,Scooter,Chennai
2689,108,244,5.93,2024-01-21 04:00:00,2024-01-21 05:13:21,High,Stormy,Car,Mumbai
2690,108,214,5.17,2024-01-12 18:30:00,2024-01-12 19:21:04,Medium,Stormy,Car,Bangalore
2691,120,256,3.0,2024-01-29 21:18:00,2024-01-29 21:40:43,Low,Stormy,Bike,Hyderabad
2692,157,294,4.04,2024-01-21 01:32:00,2024-01-21 02:04:05,Low,Stormy,Bike,Delhi
2693,184,245,4.89,2024-01-29 15:38:00,2024-01-29 16:13:45,Medium,Rainy,Car,Bangalore
2694,102,229,3.48,2024-01-23 18:46:00,2024-01-23 19:18:31,Medium,Stormy,Scooter,Mumbai
2695,113,234,2.36,2024-01-12 07:52:00,2024-01-12 08:12:19,High,Clear,Car,Mumbai
2696,106,238,1.98,2024-01-07 11:05:00,2024-01-07 11:24:28,Medium,Rainy,Bike,Chennai
2697,135,290,7.44,2024-01-29 01:50:00,2024-01-29 02:37:31,Low,Rainy,Scooter,Bangalore
2698,121,271,7.11,2024-01-30 09:48:00,2024-01-30 10:33:16,Medium,Clear,Car,Mumbai
2699,117,241,5.32,2024-01-22 00:36:00,2024-01-22 01:22:03,High,Clear,Scooter,Bangalore
2700,152,215,2.18,2024-01-26 08:54:00,2024-01-26 09:11:24,Medium,Clear,Scooter,Delhi
2701,168,285,2.16,2024-01-05 18:16:00,2024-01-05 18:43:09,High,Rainy,Scooter,Delhi
2702,198,205,2.16,2024-01-16 00:52:00,2024-01-16 01:09:33,Medium,Stormy,Scooter,Bangalore
2703,195,230,8.7,2024-01-01 07:05:00,2024-01-01 08:16:10,Medium,Rainy,Bike,Mumbai
2704,162,224,3.64,2024-01-24 13:52:00,2024-01-24 14:16:47,Low,Rainy,Scooter,Mumbai
2705,181,231,1.59,2024-01-06 15:02:00,2024-01-06 15:12:00,Medium,Stormy,Scooter,Hyderabad
2706,115,215,5.18,2024-01-04 03:07:00,2024-01-04 04:02:06,High,Clear,Bike,Mumbai
2707,191,244,9.36,2024-01-02 09:45:00,2024-01-02 10:43:20,Low,Clear,Scooter,Hyderabad
2708,107,239,8.52,2024-01-15 05:51:00,2024-01-15 07:01:27,Low,Stormy,Scooter,Hyderabad
2709,173,235,4.91,2024-01-16 10:53:00,2024-01-16 11:20:00,Low,Clear,Scooter,Mumbai
2710,156,273,7.11,2024-01-23 20:01:00,2024-01-23 20:58:27,Medium,Rainy,Car,Mumbai
2711,194,280,4.43,2024-01-24 14:04:00,2024-01-24 14:35:48,Low,Rainy,Scooter,Mumbai
2712,114,259,9.99,2024-01-11 05:08:00,2024-01-11 07:01:31,High,Stormy,Car,Hyderabad
2713,144,225,8.73,2024-01-15 19:07:00,2024-01-15 20:25:21,Medium,Rainy,Bike,Mumbai
2714,151,280,3.75,2024-01-05 13:23:00,2024-01-05 13:56:42,Medium,Rainy,Car,Bangalore
2715,156,216,7.19,2024-01-16 14:08:00,2024-01-16 14:52:45,Low,Clear,Bike,Delhi
2716,113,258,4.57,2024-01-15 04:49:00,2024-01-15 05:41:24,High,Stormy,Bike,Bangalore
2717,120,292,6.55,2024-01-24 04:08:00,2024-01-24 05:12:27,Medium,Stormy,Scooter,Delhi
2718,143,224,8.32,2024-01-12 15:01:00,2024-01-12 16:02:04,Low,Stormy,Scooter,Delhi
2719,115,236,1.88,2024-01-04 07:57:00,2024-01-04 08:07:00,Medium,Rainy,Bike,Bangalore
2720,108,286,7.95,2024-01-09 04:35:00,2024-01-09 05:27:12,Low,Clear,Car,Mumbai
2721,126,293,4.01,2024-01-08 11:42:00,2024-01-08 12:14:54,Medium,Rainy,Bike,Delhi
2722,170,221,5.96,2024-01-10 17:06:00,2024-01-10 17:48:33,Medium,Clear,Car,Hyderabad
2723,103,281,6.01,2024-01-02 03:02:00,2024-01-02 03:54:24,High,Clear,Bike,Chennai
2724,197,233,1.63,2024-01-25 14:24:00,2024-01-25 14:36:50,High,Stormy,Scooter,Hyderabad
2725,156,276,8.71,2024-01-17 11:07:00,2024-01-17 12:38:04,High,Stormy,Car,Delhi
2726,165,297,4.62,2024-01-07 01:58:00,2024-01-07 02:42:25,Low,Stormy,Bike,Bangalore
2727,160,291,5.67,2024-01-23 14:28:00,2024-01-23 14:58:21,Low,Clear,Bike,Bangalore
2728,151,217,5.44,2024-01-10 22:01:00,2024-01-10 22:50:05,Medium,Stormy,Scooter,Chennai
2729,100,205,9.77,2024-01-24 22:44:00,2024-01-25 00:03:15,Low,Stormy,Car,Mumbai
2730,183,262,2.17,2024-01-12 00:06:00,2024-01-12 00:17:47,Medium,Clear,Car,Mumbai
2731,124,255,3.76,2024-01-24 01:56:00,2024-01-24 02:28:22,Low,Stormy,Scooter,Hyderabad
2732,159,282,9.36,2024-01-20 20:10:00,2024-01-20 21:26:48,High,Clear,Car,Bangalore
2733,144,231,6.32,2024-01-05 21:57:00,2024-01-05 22:56:35,Medium,Stormy,Bike,Mumbai
2734,196,270,7.63,2024-01-08 01:36:00,2024-01-08 02:44:40,High,Rainy,Scooter,Hyderabad
2735,165,208,9.42,2024-01-30 14:41:00,2024-01-30 16:20:47,High,Stormy,Bike,Chennai
2736,142,250,5.66,2024-01-05 12:26:00,2024-01-05 13:05:30,Medium,Clear,Bike,Bangalore
2737,126,214,6.75,2024-01-07 02:23:00,2024-01-07 03:26:00,High,Clear,Car,Bangalore
2738,168,279,9.6,2024-01-25 10:18:00,2024-01-25 11:29:11,Low,Rainy,Car,Bangalore
2739,147,225,1.99,2024-01-07 00:45:00,2024-01-07 00:59:11,Low,Stormy,Car,Mumbai
2740,112,208,4.46,2024-01-02 15:25:00,2024-01-02 16:15:19,High,Stormy,Scooter,Delhi
2741,132,219,9.78,2024-01-03 13:15:00,2024-01-03 14:59:09,High,Stormy,Scooter,Bangalore
2742,129,272,6.21,2024-01-04 01:35:00,2024-01-04 02:27:48,Medium,Rainy,Scooter,Chennai
2743,158,266,8.36,2024-01-19 22:40:00,2024-01-19 23:36:08,Low,Clear,Car,Chennai
2744,110,201,5.05,2024-01-11 14:23:00,2024-01-11 15:03:44,Medium,Clear,Bike,Mumbai
2745,186,245,2.19,2024-01-30 23:12:00,2024-01-30 23:30:50,High,Rainy,Car,Chennai
2746,137,262,9.94,2024-01-04 00:35:00,2024-01-04 02:18:03,High,Stormy,Scooter,Bangalore
2747,169,222,5.75,2024-01-09 17:32:00,2024-01-09 18:30:47,Medium,Stormy,Bike,Delhi
2748,143,247,9.47,2024-01-12 13:18:00,2024-01-12 14:54:45,High,Rainy,Bike,Delhi
2749,184,230,6.03,2024-01-06 11:02:00,2024-01-06 11:59:01,Medium,Clear,Bike,Hyderabad
2750,151,237,7.81,2024-01-02 06:52:00,2024-01-02 07:51:16,Medium,Clear,Scooter,Bangalore
2751,136,246,6.28,2024-01-06 18:23:00,2024-01-06 19:14:50,Low,Stormy,Scooter,Mumbai
2752,121,238,4.06,2024-01-22 07:34:00,2024-01-22 08:20:56,High,Stormy,Scooter,Delhi
2753,173,238,2.79,2024-01-12 18:05:00,2024-01-12 18:31:29,High,Clear,Bike,Bangalore
2754,168,264,7.66,2024-01-15 13:58:00,2024-01-15 15:04:49,Medium,Rainy,Bike,Bangalore
2755,178,247,8.59,2024-01-10 12:28:00,2024-01-10 13:39:38,Low,Stormy,Car,Hyderabad
2756,183,214,4.25,2024-01-20 21:38:00,2024-01-20 22:14:49,High,Clear,Bike,Delhi
2757,144,251,8.33,2024-01-07 00:29:00,2024-01-07 01:41:34,High,Clear,Scooter,Hyderabad
2758,123,239,6.07,2024-01-23 18:20:00,2024-01-23 19:15:15,High,Stormy,Car,Hyderabad
2759,160,200,6.08,2024-01-15 04:26:00,2024-01-15 05:16:43,Low,Stormy,Bike,Chennai
2760,131,212,1.13,2024-01-18 16:29:00,2024-01-18 16:39:31,Low,Clear,Bike,Bangalore
2761,128,297,6.26,2024-01-20 07:19:00,2024-01-20 08:10:43,Medium,Clear,Scooter,Mumbai
2762,115,266,7.31,2024-01-18 04:03:00,2024-01-18 05:05:54,Medium,Rainy,Bike,Bangalore
2763,151,257,5.27,2024-01-15 04:55:00,2024-01-15 05:29:32,Medium,Clear,Scooter,Bangalore
2764,106,245,7.3,2024-01-19 10:43:00,2024-01-19 11:41:19,Medium,Rainy,Bike,Bangalore
2765,133,290,7.46,2024-01-01 02:40:00,2024-01-01 03:20:42,Low,Clear,Bike,Hyderabad
2766,198,263,7.07,2024-01-16 06:06:00,2024-01-16 06:51:46,Medium,Clear,Scooter,Mumbai
2767,167,203,1.58,2024-01-15 18:24:00,2024-01-15 18:34:00,Low,Clear,Scooter,Mumbai
2768,125,274,6.05,2024-01-17 12:54:00,2024-01-17 13:36:09,Medium,Rainy,Bike,Delhi
2769,138,218,1.59,2024-01-12 04:57:00,2024-01-12 05:07:00,High,Clear,Scooter,Bangalore
2770,151,285,7.81,2024-01-28 10:19:00,2024-01-28 11:44:35,High,Stormy,Car,Bangalore
2771,147,261,3.05,2024-01-24 00:23:00,2024-01-24 00:45:06,Medium,Stormy,Scooter,Bangalore
2772,158,290,9.23,2024-01-08 21:31:00,2024-01-08 22:28:37,Low,Clear,Car,Delhi
2773,160,286,1.43,2024-01-07 23:26:00,2024-01-07 23:42:59,High,Rainy,Scooter,Chennai
2774,193,293,3.86,2024-01-14 18:43:00,2024-01-14 19:07:15,Low,Rainy,Scooter,Chennai
2775,134,288,7.64,2024-01-05 14:54:00,2024-01-05 16:09:29,High,Stormy,Scooter,Bangalore
2776,123,206,6.09,2024-01-05 23:19:00,2024-01-06 00:16:47,High,Rainy,Car,Hyderabad
2777,173,225,4.96,2024-01-04 19:15:00,2024-01-04 20:03:05,Low,Stormy,Car,Bangalore
2778,190,296,1.82,2024-01-02 14:55:00,2024-01-02 15:15:41,High,Stormy,Scooter,Bangalore
2779,158,276,3.35,2024-01-19 12:35:00,2024-01-19 12:53:36,Medium,Clear,Bike,Delhi
2780,185,281,3.95,2024-01-17 19:00:00,2024-01-17 19:40:56,High,Stormy,Car,Chennai
2781,133,202,7.15,2024-01-08 09:46:00,2024-01-08 10:42:18,Low,Stormy,Scooter,Mumbai
2782,151,228,8.62,2024-01-05 00:09:00,2024-01-05 01:14:59,Low,Stormy,Bike,Mumbai
2783,163,284,5.6,2024-01-26 22:03:00,2024-01-26 22:50:31,Medium,Stormy,Car,Mumbai
2784,187,248,5.08,2024-01-17 10:19:00,2024-01-17 10:46:25,Low,Clear,Car,Chennai
2785,162,224,4.99,2024-01-17 00:48:00,2024-01-17 01:25:30,Low,Stormy,Scooter,Chennai
2786,116,265,6.6,2024-01-18 08:10:00,2024-01-18 09:10:34,High,Rainy,Bike,Delhi
2787,171,294,5.03,2024-01-15 16:28:00,2024-01-15 17:05:31,Low,Rainy,Car,Bangalore
2788,184,260,5.79,2024-01-29 06:31:00,2024-01-29 07:24:14,Medium,Rainy,Bike,Bangalore
2789,159,203,6.3,2024-01-16 23:01:00,2024-01-16 23:35:39,Low,Clear,Car,Chennai
2790,114,263,1.31,2024-01-14 10:18:00,2024-01-14 10:34:59,Low,Rainy,Car,Hyderabad
2791,129,221,7.37,2024-01-12 19:33:00,2024-01-12 20:40:04,Medium,Stormy,Bike,Delhi
2792,183,238,3.85,2024-01-29 04:05:00,2024-01-29 04:41:02,High,Clear,Scooter,Hyderabad
2793,197,268,7.12,2024-01-10 17:36:00,2024-01-10 18:32:20,Low,Stormy,Car,Bangalore
2794,161,278,8.12,2024-01-14 19:01:00,2024-01-14 20:12:01,Low,Stormy,Car,Chennai
2795,122,244,3.02,2024-01-19 12:31:00,2024-01-19 12:57:14,Low,Stormy,Car,Chennai
2796,139,262,2.57,2024-01-04 01:09:00,2024-01-04 01:21:15,Medium,Clear,Car,Delhi
2797,165,295,6.19,2024-01-03 02:51:00,2024-01-03 03:47:22,High,Rainy,Bike,Mumbai
2798,130,232,4.39,2024-01-12 03:46:00,2024-01-12 04:21:52,Medium,Rainy,Scooter,Bangalore
2799,111,266,4.05,2024-01-25 02:08:00,2024-01-25 02:41:40,High,Clear,Bike,Hyderabad
2800,165,206,7.77,2024-01-26 17:58:00,2024-01-26 18:57:51,Low,Stormy,Car,Mumbai
2801,177,202,6.61,2024-01-15 20:04:00,2024-01-15 21:06:42,High,Clear,Car,Bangalore
2802,199,280,6.49,2024-01-15 14:34:00,2024-01-15 15:27:29,High,Clear,Car,Mumbai
2803,139,217,9.85,2024-01-12 13:12:00,2024-01-12 14:42:19,Medium,Stormy,Bike,Delhi
2804,109,251,5.71,2024-01-18 13:17:00,2024-01-18 14:00:15,Low,Stormy,Scooter,Chennai
2805,199,225,7.75,2024-01-05 20:06:00,2024-01-05 21:12:49,High,Rainy,Bike,Bangalore
2806,125,285,1.16,2024-01-16 11:33:00,2024-01-16 11:43:00,Low,Rainy,Bike,Mumbai
2807,106,296,8.14,2024-01-03 12:56:00,2024-01-03 13:54:46,Low,Stormy,Car,Delhi
2808,185,238,9.75,2024-01-26 12:14:00,2024-01-26 13:56:30,High,Rainy,Car,Hyderabad
2809,161,272,9.62,2024-01-01 20:50:00,2024-01-01 22:06:04,Low,Stormy,Scooter,Bangalore
2810,116,249,7.04,2024-01-30 01:42:00,2024-01-30 02:38:51,Low,Stormy,Car,Chennai
2811,144,208,2.81,2024-01-14 03:40:00,2024-01-14 03:51:23,Low,Rainy,Bike,Delhi
2812,134,281,6.71,2024-01-16 15:16:00,2024-01-16 15:54:20,Low,Clear,Car,Mumbai
2813,189,294,8.76,2024-01-28 00:56:00,2024-01-28 02:24:12,High,Rainy,Bike,Delhi
2814,159,217,4.15,2024-01-15 14:09:00,2024-01-15 14:47:39,High,Rainy,Bike,Chennai
2815,135,261,9.82,2024-01-06 15:29:00,2024-01-06 16:55:35,High,Clear,Scooter,Mumbai
2816,141,200,3.67,2024-01-26 20:04:00,2024-01-26 20:36:00,Medium,Stormy,Car,Chennai
2817,106,221,9.59,2024-01-20 14:13:00,2024-01-20 15:23:00,Low,Stormy,Car,Hyderabad
2818,173,271,9.96,2024-01-17 05:00:00,2024-01-17 06:04:20,Low,Clear,Scooter,Mumbai
2819,105,220,8.22,2024-01-05 02:53:00,2024-01-05 04:19:10,High,Stormy,Bike,Chennai
2820,187,281,6.35,2024-01-08 17:54:00,2024-01-08 18:49:41,Low,Stormy,Car,Delhi
2821,123,255,9.31,2024-01-27 04:13:00,2024-01-27 05:39:49,High,Clear,Scooter,Hyderabad
2822,167,256,8.16,2024-01-21 15:17:00,2024-01-21 16:21:59,Low,Rainy,Scooter,Hyderabad
2823,127,209,3.47,2024-01-19 05:14:00,2024-01-19 05:32:24,Low,Clear,Car,Bangalore
2824,108,204,8.24,2024-01-08 20:50:00,2024-01-08 21:57:16,Low,Stormy,Bike,Delhi
2825,164,202,6.29,2024-01-12 02:51:00,2024-01-12 03:35:07,Low,Stormy,Car,Mumbai
2826,163,248,6.84,2024-01-17 04:09:00,2024-01-17 05:26:16,High,Stormy,Bike,Chennai
2827,106,206,8.01,2024-01-04 15:59:00,2024-01-04 17:01:47,Medium,Rainy,Bike,Delhi
2828,126,207,1.66,2024-01-18 14:13:00,2024-01-18 14:34:42,Low,Stormy,Car,Mumbai
2829,185,209,3.65,2024-01-10 17:50:00,2024-01-10 18:28:10,High,Clear,Bike,Mumbai
2830,106,202,4.39,2024-01-27 03:44:00,2024-01-27 04:10:51,Low,Clear,Car,Chennai
2831,179,204,3.22,2024-01-28 14:05:00,2024-01-28 14:32:57,Low,Rainy,Scooter,Mumbai
2832,149,237,5.02,2024-01-06 12:53:00,2024-01-06 13:39:56,High,Stormy,Car,Delhi
2833,189,254,1.68,2024-01-27 12:46:00,2024-01-27 13:05:21,Low,Stormy,Scooter,Delhi
2834,103,284,5.36,2024-01-15 20:23:00,2024-01-15 21:00:50,Low,Clear,Car,Bangalore
2835,166,218,9.01,2024-01-02 20:34:00,2024-01-02 22:06:14,High,Stormy,Bike,Mumbai
2836,140,222,9.31,2024-01-27 01:55:00,2024-01-27 03:35:07,High,Rainy,Car,Bangalore
2837,171,263,9.16,2024-01-18 21:44:00,2024-01-18 23:04:01,High,Rainy,Car,Hyderabad
2838,144,289,8.62,2024-01-24 09:40:00,2024-01-24 10:46:02,Medium,Clear,Scooter,Bangalore
2839,127,280,9.73,2024-01-11 10:15:00,2024-01-11 11:44:09,Medium,Stormy,Bike,Delhi
2840,162,295,1.11,2024-01-30 10:09:00,2024-01-30 10:22:37,High,Stormy,Scooter,Bangalore
2841,150,255,7.99,2024-01-11 07:58:00,2024-01-11 09:08:46,High,Clear,Bike,Delhi
2842,146,289,6.72,2024-01-19 21:05:00,2024-01-19 22:02:49,High,Rainy,Bike,Mumbai
2843,164,261,1.91,2024-01-02 21:49:00,2024-01-02 22:09:13,High,Stormy,Car,Hyderabad
2844,107,259,4.02,2024-01-02 10:24:00,2024-01-02 10:41:46,Low,Clear,Bike,Bangalore
